UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type
628,M41480,M,299.2668760407995,308.04336106146906,1501,40.12051613238674,136,0,No Failure
629,H78836,L,299.7377564506767,309.09866369955176,1555,41.18949094401071,187,0,No Failure
630,H49986,H,297.4294337635295,308.58492866112476,1599,37.105920929407446,110,0,No Failure
631,L95595,M,293.76261223120497,308.4534335845794,1607,34.60352031660173,14,1,Overstrain Failure
632,H89111,M,300.02171679687433,307.7881958752998,1388,46.43985249791597,226,0,No Failure
633,M83506,L,297.8992057853915,308.03923110925314,1509,43.02060252992371,184,0,No Failure
634,M85039,L,299.14924909820746,309.3448632612935,1517,37.26170947314308,68,0,No Failure
635,M94458,H,300.65384313196046,305.1320629587503,1328,41.09828628579027,104,0,No Failure
636,L96925,M,301.8016129498565,308.13291438728186,1248,32.60710666163506,249,0,No Failure
637,H76358,H,297.17526778278875,308.58198139239096,1224,30.11464513044822,149,0,No Failure
638,M16150,M,298.35093986074844,309.32537460282094,1465,45.420665437389005,63,0,No Failure
639,M26032,H,300.20025469090814,306.63493109107424,1317,41.1477557013077,40,0,No Failure
640,H70500,L,296.8835814722155,306.5556354763203,1663,39.76148765257692,214,0,No Failure
641,H30079,M,297.27683260931434,309.02593249231717,1343,41.16328602406477,70,0,No Failure
642,L51874,H,297.26794213231165,305.2933216396146,1641,56.130658294598504,55,0,No Failure
643,L41419,L,298.10786452988793,310.14828366614114,1399,44.34547643122662,150,1,Random Failures
644,M18705,L,297.819814479565,308.4898879872392,1356,34.772798668125965,235,0,No Failure
645,L33236,H,297.2593070166155,310.4880818192651,1686,31.598118040398376,24,0,No Failure
646,H25358,M,296.70136387659056,306.51939143514574,1547,45.27267881679708,218,0,No Failure
647,M86918,M,299.3679104925929,307.4954607969226,1333,44.280479271150035,104,0,No Failure
648,L43572,L,300.15674653144913,304.53819750960963,1599,42.875303837752206,133,0,No Failure
649,M11279,M,300.3740721912586,306.9564653555071,1347,35.935604845503036,118,0,No Failure
650,M72516,M,297.42838966392327,307.8742296789172,1535,41.81642694941988,161,0,No Failure
651,H27771,M,299.4305870083859,305.2059386299873,1270,36.383274156282674,190,0,No Failure
652,L58285,L,298.5044888540916,307.55805978170235,1432,43.31390943010481,8,0,No Failure
653,H96143,H,297.29399297708,305.1689897347096,1533,44.91328453636171,59,0,No Failure
654,L38529,M,299.25132732806225,307.76380972263286,1498,37.28263620585233,124,0,No Failure
655,H37856,L,297.22509241893175,309.87066789066233,1353,45.65905080607712,48,0,No Failure
656,M88344,L,297.58573509582743,308.0975303748288,1289,40.57426199781355,224,0,No Failure
657,M70774,H,296.08490544624453,310.6373110589177,1533,42.459366062209924,50,0,No Failure
658,L65029,M,297.45366835385016,309.3294388450919,1398,33.45183318154598,187,0,No Failure
659,M61693,M,298.53079181352183,310.17222177291046,1360,41.1610725297745,69,0,No Failure
660,M86908,H,300.50340174351624,307.00258213868256,1225,36.62207806292666,36,1,Heat Dissipation Failure
661,M84532,H,297.61975683069744,306.9662875574111,1320,42.373167270070866,30,0,No Failure
662,H66133,L,296.5927462793696,308.668420124578,1500,47.33581334825631,225,0,No Failure
663,M71268,L,300.39605345640115,305.7834468625507,1411,41.44760104658176,168,1,Tool Wear Failure
664,M48243,H,297.3931713443736,308.85671562464313,1262,35.495725467834085,61,0,No Failure
665,L41653,M,295.5274275157887,307.6641202751796,1650,43.132330458887935,92,0,No Failure
666,M49952,L,298.34964060270516,310.14499525632,1635,42.00894372893858,185,0,No Failure
667,L88411,L,297.6628397900812,309.1692683811191,1267,50.293008732001546,13,0,No Failure
668,H58756,M,301.6005934640277,309.79505964551015,1452,41.26983980450472,163,1,Power Failure
669,M26725,L,298.8630490515208,307.01869087790743,1609,37.072625043879654,163,0,No Failure
670,L61226,M,297.93048646951775,309.72231540314255,1658,43.85320612823189,244,0,No Failure
671,L91182,M,296.76325418611657,310.3170687415464,1201,39.36160963847203,78,0,No Failure
672,M39402,M,298.64525026178944,308.0919292649295,1597,40.40125494855887,7,0,No Failure
673,M56828,H,300.3350649250927,307.04097407095026,1307,35.35761984812224,153,0,No Failure
674,L57924,H,298.61772127521584,307.06731919814837,1485,39.38782593598293,35,0,No Failure
675,H69052,H,296.87885546182304,310.0085194880239,1248,40.15402348745218,47,0,No Failure
676,L45737,M,298.9582093176279,312.1765186136349,1339,39.35825662131561,84,0,No Failure
677,L99563,M,298.07708965769075,306.67753239473717,1417,37.04556318784589,27,1,Random Failures
678,M46397,H,298.8229196549772,306.56221992493613,1243,41.44114565172648,195,0,No Failure
679,M48709,L,297.6177889747236,309.5321212710117,1616,35.38263791579083,189,0,No Failure
680,H71120,M,297.58255708860816,307.01912970595004,1468,34.205026997380024,207,0,No Failure
681,H31172,L,297.52333030385233,309.6775330763424,1277,43.5476808536322,213,0,No Failure
682,H88617,L,299.563357227246,308.84801926028996,1415,43.08875089043642,203,0,No Failure
683,L67492,M,297.59766208713836,308.11403404625304,1581,33.46197759659824,207,1,Power Failure
684,H99599,M,297.46040390293865,308.8119073017825,1297,30.852224767837686,50,0,No Failure
685,L34762,L,296.73690114765645,308.72029755373006,1435,34.95628977301716,103,0,No Failure
686,H38769,L,298.83102070257513,307.8805902533207,1481,39.35850502763401,229,0,No Failure
687,H33150,H,298.6175527031968,305.51545845254225,1348,45.77174787382753,169,0,No Failure
688,M99399,H,297.47684766326705,308.4179760928835,1611,39.2362771609374,100,0,No Failure
689,L69129,M,297.0859319386632,310.50959054909623,1503,36.153194756359845,28,0,No Failure
690,H77298,H,300.9642601198415,305.73684700519317,1683,40.742931145415305,126,0,No Failure
691,H22112,H,295.32933541731273,306.70132246979153,1623,39.4299194237521,81,0,No Failure
692,M34058,H,298.88975800480256,308.790240462149,1265,33.09496346273501,9,0,No Failure
693,L48890,H,300.08710532232396,308.2078877940984,1433,33.124685575406446,105,1,Overstrain Failure
694,M57304,L,293.0697793577675,308.7667732393764,1656,33.25901248942353,166,0,No Failure
695,M11524,M,299.34121009011426,307.10102268825847,1286,52.39925767453968,209,0,No Failure
696,L25048,H,297.81961809775584,309.8936874298884,1278,44.299907201368065,0,0,No Failure
697,L64912,L,298.53408229642486,308.2203508485353,1404,37.03141970732319,38,0,No Failure
698,L10060,L,297.66514305321687,309.19547828351455,1478,45.54133411414466,20,1,Tool Wear Failure
699,H93559,L,299.7630901684691,308.6304161164566,1536,37.15971856169268,64,0,No Failure
700,M23350,H,298.69467901250704,308.41324245194147,1453,45.37590198486865,14,0,No Failure
701,H55186,H,298.3475798343014,309.0902504855422,1503,40.40153228534727,131,0,No Failure
702,M44020,M,296.8017090895621,308.4297319309504,1579,36.705743751013514,187,0,No Failure
703,H95469,H,300.9734383507513,306.3647014578567,1329,43.399101729144846,60,0,No Failure
704,M98929,H,298.1648965295999,309.7810352385739,1283,40.68759786361842,147,0,No Failure
705,H79626,L,301.58470869619066,309.37719092937226,1475,41.991338860896626,137,0,No Failure
706,L45772,M,301.04135407776727,304.98972441296326,1386,41.07753511592055,86,0,No Failure
707,L59481,H,295.4824735491019,307.1686995726865,1245,41.02507386435464,104,0,No Failure
708,L67134,H,297.1675810587959,309.71354069373916,1586,44.002769440433724,33,0,No Failure
709,M54623,L,296.5945734910376,305.4096071802832,1382,52.91903424408834,123,0,No Failure
710,H81431,L,298.0776908777694,309.5653503228511,1467,46.24395950274779,109,0,No Failure
711,H61860,H,298.4307460307292,307.9381661965186,1495,41.098225801415225,175,0,No Failure
712,L11750,M,298.4948897018401,310.16042385550094,1521,38.446965425502135,32,0,No Failure
713,L77957,M,299.73119301402846,308.1482798163868,1299,38.99632540999004,97,0,No Failure
714,M80855,L,300.3903741539633,307.0668980105065,1277,33.71935352694775,230,0,No Failure
715,L65761,L,299.6012316238579,308.61212849113866,1471,43.32271771276608,60,0,No Failure
716,L87454,H,297.30859717866434,308.104421765735,1538,34.925386541708285,9,0,No Failure
717,H37935,L,296.9769642023388,306.93372329878895,1361,38.13772843975369,181,0,No Failure
718,M39711,H,298.1541427538259,311.47751522451705,1243,43.35174351451,83,0,No Failure
719,H22182,M,298.789179289607,306.6933527276235,1437,38.81337348101737,64,0,No Failure
720,M66276,M,297.8752129814243,304.7855669374103,1333,37.538560047353734,76,0,No Failure
721,M92310,H,296.1317727456216,310.5225484521822,1660,34.01259656947178,0,0,No Failure
722,M47198,L,299.1730892628652,307.2746547915261,1391,46.02663366152406,132,0,No Failure
723,L34070,M,297.56152784689914,307.7048401085514,1555,35.833890672735606,79,0,No Failure
724,L21122,L,297.5162308983669,307.61314090305643,1477,37.07062086526025,14,0,No Failure
725,M51786,M,298.0680809889128,307.2955228487625,1217,31.041352900830695,240,0,No Failure
726,H16737,H,297.79015162437975,307.0007112931048,1211,39.9006947609605,27,0,No Failure
727,H64237,H,297.6002484167318,306.65477404625454,1379,38.3335255681922,222,0,No Failure
728,H29426,H,296.2298120396002,308.2471396425568,1322,40.909289584842064,22,0,No Failure
729,M27850,M,297.9816287995725,307.54701866348654,1445,34.12684161521213,239,0,No Failure
730,M76150,L,299.2044306878603,309.2455432855009,1421,43.67090396767568,108,0,No Failure
731,L99613,L,298.54696600768193,308.8740410774242,1572,30.80394723576942,106,0,No Failure
732,H62375,L,299.57218215865095,306.75873170971187,1250,39.539112500087974,144,0,No Failure
733,H45435,M,297.05718246652,308.3127819141085,1687,40.57744141569792,112,0,No Failure
734,L88945,M,296.23291228132325,307.52324251381793,1270,40.28887003353042,97,0,No Failure
735,H12983,M,297.781225031533,306.6625093360495,1679,40.78877435580134,140,0,No Failure
736,M30662,M,297.22864507217696,309.18414735577267,1247,43.94335842130433,141,0,No Failure
737,H88187,M,297.38449752518835,307.96801208103744,1218,46.62349352486525,138,0,No Failure
738,H66846,L,298.4676245771217,307.53867496974425,1461,39.2219603584353,27,0,No Failure
739,L54547,M,297.395379191343,306.86664914536505,1283,35.16078682430193,41,0,No Failure
740,L25317,M,296.2748972661904,306.60809485838996,1354,42.80358641146378,223,0,No Failure
741,L17564,L,297.31150790817696,311.1331520358718,1252,38.59880307627905,98,0,No Failure
742,M89273,M,298.66008905029116,308.651177974445,1306,46.3230985581109,60,1,Heat Dissipation Failure
743,M84038,L,299.15722090151036,306.51330644419573,1556,36.990166928139374,122,0,No Failure
744,H62393,L,299.142134176125,308.5817988474842,1503,35.7099455568361,63,0,No Failure
745,M39430,H,298.78670964137183,309.7430242651933,1334,40.71896875476338,30,1,Heat Dissipation Failure
746,L37788,H,297.8978598010521,308.401276418795,1642,31.297911043815038,80,0,No Failure
747,M58543,H,298.75737114843866,310.21103201319966,1268,37.66285643120858,238,0,No Failure
748,H49974,H,298.08649651270264,305.83578028689504,1210,38.350797116958255,200,0,No Failure
749,M26371,M,298.31964420673035,305.16301692892966,1342,41.102361603863415,9,0,No Failure
750,L39629,H,296.74100989320107,308.5407761327806,1391,35.018639518649,7,0,No Failure
751,L71916,L,298.21581244564106,308.5647442150608,1586,35.60249763866024,148,0,No Failure
752,M83972,M,298.7179993513771,303.1407497326186,1577,45.784568453481995,204,0,No Failure
753,L43039,H,298.66169097015955,307.214635863197,1268,39.93269272707174,58,0,No Failure
754,H20616,L,296.218721460911,306.6370065284248,1222,44.323185919514806,177,0,No Failure
755,M60072,M,298.29439116460503,306.06208063894525,1380,37.29106299308268,196,0,No Failure
756,H13430,M,295.9841656338041,306.63343735308524,1492,39.72774518789562,197,0,No Failure
757,L20816,H,298.4105149692078,309.043681702399,1208,41.072672135146064,29,0,No Failure
758,M95680,M,297.0979942125959,306.62389246806543,1470,48.73777453811631,222,0,No Failure
759,H43933,L,300.70846441378814,306.6753167981272,1586,38.91190909914259,144,1,Power Failure
760,M44801,M,298.3288649939438,305.72179203671345,1292,39.16865553139811,202,0,No Failure
761,M50600,L,299.35174602973586,310.05336446377373,1653,45.49076513868369,19,0,No Failure
762,L45400,M,301.3163089555364,308.8019485482059,1216,38.10094280757456,47,0,No Failure
763,H90688,H,296.9238972833669,304.41146569564563,1353,41.42314595836377,200,0,No Failure
764,L99431,L,298.80351236635886,306.6766398811652,1604,45.054796032095155,129,0,No Failure
765,H53001,M,296.3711334861507,308.94277682659236,1527,37.120790641505295,36,1,Random Failures
766,L55028,M,298.6673455123749,310.07208882347425,1348,41.70231223241828,128,0,No Failure
767,H47573,M,300.79856389967557,309.41125813904995,1576,48.72775355072507,131,0,No Failure
768,H66638,L,297.2081751783373,307.61647563461315,1466,44.60659024419077,99,0,No Failure
769,M39757,L,296.8210685300581,305.2529347088104,1621,41.42466534842406,53,0,No Failure
770,L90097,L,298.01323864972215,309.4553734908669,1527,38.87839344083683,121,0,No Failure
771,L34262,H,301.21872593213243,307.70465472301925,1305,36.97840859362581,24,0,No Failure
772,H66979,H,299.30655837992987,308.25329302192256,1671,35.059070383820966,130,0,No Failure
773,L91470,L,296.79262802191596,307.8838693426872,1580,47.54811979982839,8,0,No Failure
774,M51844,M,300.3325908737226,306.11670575063556,1234,46.57735522685,213,0,No Failure
775,H44157,H,295.6674055115002,308.69637531833445,1318,36.714427612297115,214,0,No Failure
776,M50042,L,301.35483869320404,308.48968854667015,1213,41.6884349903907,203,0,No Failure
777,M92856,M,299.4346760200227,307.51131673562776,1213,40.556632492531556,201,0,No Failure
778,L65554,H,300.79533616001004,308.8566586997937,1465,45.922077306620366,33,0,No Failure
779,M91412,M,295.6783028374239,306.08900067886503,1339,41.914005991506755,42,0,No Failure
780,L83781,M,298.4041627462895,307.7464958361753,1493,39.88590619634826,73,1,Heat Dissipation Failure
781,H76262,M,297.9491666101514,308.18919120940365,1563,37.291571988521596,93,0,No Failure
782,L56600,M,296.63953078983,305.5476085517974,1318,41.704339225629134,21,1,Power Failure
783,H72483,H,296.2059645696229,308.0643550837459,1437,38.259087145186896,69,0,No Failure
784,M40448,H,298.9106218881393,309.2504677200219,1233,41.103424725649205,241,1,Tool Wear Failure
785,L52874,H,299.0465975621704,307.6951536139357,1368,39.62014460270843,129,0,No Failure
786,M94386,L,300.0999610700886,308.0988276462285,1209,38.13754060064927,93,1,Tool Wear Failure
787,M35425,H,297.39486842000974,308.99351605885124,1321,35.13629613184091,193,0,No Failure
788,M34578,M,297.93758528476627,307.5682998367006,1600,42.570976263736505,31,0,No Failure
789,H71413,H,296.0763101125808,307.7033039006835,1344,40.212851706895165,105,1,Heat Dissipation Failure
790,L17287,M,300.4611787179921,306.3849447282013,1650,48.93710427733214,143,0,No Failure
791,L85758,L,298.25432213163583,308.12759483401885,1645,34.83827580811196,203,0,No Failure
792,L69720,M,299.23388275243013,307.6477272745928,1422,43.126490961164954,0,0,No Failure
793,M93300,M,299.2868580941665,308.89863469257995,1570,39.586767659866794,244,1,Power Failure
794,M27674,M,300.33866073595294,308.9951899312748,1456,50.498791991632785,71,0,No Failure
795,L33874,L,296.9029007990988,309.3368135585193,1467,42.74485958530734,175,0,No Failure
796,H75160,H,299.19637990052075,307.3876094736573,1558,41.62344290817542,49,0,No Failure
797,H98801,H,298.1124869405364,304.8851283715638,1203,39.5994878251309,140,0,No Failure
798,M39192,L,301.30851559951094,309.26245961969715,1625,36.4843947266719,14,0,No Failure
799,H52520,M,296.8984537315059,308.79668144614607,1596,41.55696396320465,52,0,No Failure
800,L68762,H,299.9071395216458,307.19706259297084,1553,33.08848695431619,171,0,No Failure
801,H91121,L,298.6755126688426,308.982410299351,1305,33.31857955707515,7,1,Random Failures
802,H79669,H,298.596784141309,305.97711529622563,1284,45.06219218414748,73,0,No Failure
803,H13972,L,298.2310310890712,309.6953603193054,1413,31.189379304779674,45,0,No Failure
804,M51873,M,300.16999873425516,307.6495631723089,1320,38.402132208545815,68,0,No Failure
805,M19903,H,298.54577755161085,306.9066085804926,1331,34.75436754370521,113,0,No Failure
806,L51755,L,295.86337699281853,307.21744766564166,1537,37.987646538051685,146,0,No Failure
807,L96988,H,299.97925535306837,307.80277252099967,1396,40.92272651169673,238,0,No Failure
808,L19516,H,299.70430274819756,308.1319818900508,1218,44.92277645482086,165,0,No Failure
809,M12396,H,299.03070652631925,308.22242042059906,1329,46.0881679486636,122,0,No Failure
810,H29129,H,296.4572895553787,307.5055888340628,1211,35.405233904205886,138,0,No Failure
811,H11591,L,296.69032695966797,308.4503593601922,1280,37.670190316866176,116,0,No Failure
812,M81719,M,295.3338356721458,308.16241891150014,1529,60.26275061105978,42,0,No Failure
813,H96231,L,298.8404948097697,307.1786405066384,1553,38.74992657032319,19,0,No Failure
814,H29623,L,296.12567672773844,306.9527140633681,1461,35.58894602002047,147,0,No Failure
815,L75082,L,295.57187366070673,309.0625483143422,1591,36.420996186292804,20,0,No Failure
816,L43130,M,300.06248367895006,308.9364890539968,1324,38.779300418453346,81,0,No Failure
817,L36292,H,299.30226934669423,308.23570453274186,1506,38.036313186057704,56,0,No Failure
818,M96206,H,297.6502425027536,309.5362931989853,1466,38.82814938402565,177,0,No Failure
819,H12469,H,297.9489301251142,305.20800851574853,1646,39.89286723136718,73,0,No Failure
820,H73620,M,294.53898368952406,307.3034080377399,1640,39.85796068853418,97,0,No Failure
821,H59708,H,299.5251173785888,306.41552433149803,1582,35.22256751364403,153,0,No Failure
822,M78344,M,297.1109028032669,311.5344083977067,1339,41.846655105780656,157,0,No Failure
823,H64302,H,298.64543629469966,309.219829730594,1528,40.60523474940342,200,0,No Failure
824,H88249,H,294.41715660731273,308.0314070245126,1201,42.48290835274963,109,0,No Failure
825,M12719,L,299.6163520482423,309.3274858682692,1207,31.427729731374214,114,0,No Failure
826,H87236,M,297.0207328459214,309.82441349563265,1449,40.78422121845739,158,0,No Failure
827,M52534,L,296.0859366043159,309.8084475372861,1338,30.07201842048992,41,0,No Failure
828,H28787,L,297.6405975482674,309.5325552276505,1323,39.1221455276171,246,0,No Failure
829,M58845,L,297.2554071730967,307.75618951507687,1508,43.289681463765376,67,0,No Failure
830,L43062,M,299.7614014193648,307.397951870774,1427,45.22889575801183,188,0,No Failure
831,M97263,M,297.51940731645755,306.706716230029,1209,41.67230032048502,188,0,No Failure
832,L70461,H,300.19392553992003,308.9036709000935,1668,43.37695367646494,69,0,No Failure
833,H76672,L,298.64521392368357,307.9115963970068,1411,38.504975189587704,77,0,No Failure
834,L44832,H,299.49155183081854,307.5222934542242,1311,37.454161150375185,195,0,No Failure
835,H82545,L,298.14675032015816,307.44400795740825,1207,53.46379081261863,89,0,No Failure
836,L11007,M,300.0580884735098,310.325288945952,1491,44.135801559326055,110,0,No Failure
837,M86242,M,296.41956401457594,309.5790206192625,1676,34.13508074267303,111,0,No Failure
838,M39257,M,298.32043668624146,310.8955907841922,1561,31.326680392335046,102,0,No Failure
839,L52207,L,297.55534625585284,308.94352444983815,1659,37.67465275468212,144,0,No Failure
840,M71246,M,300.24494271926096,308.23543166038235,1452,45.95934253154333,18,0,No Failure
841,H36660,L,300.3985516069891,308.1118963238826,1213,40.24369577014384,178,0,No Failure
842,L92197,H,298.1506318888556,306.61954767910777,1439,28.879900888193575,240,0,No Failure
843,M17491,L,296.21273334835627,306.2578715123729,1637,39.113532884050464,69,0,No Failure
844,H60192,H,298.7906459751875,308.91101153283927,1441,39.987992248757244,62,0,No Failure
845,M73888,L,295.65308539744933,306.7479819342751,1668,27.921663102672596,220,0,No Failure
846,M19077,H,300.58921419817466,308.4671866308008,1541,40.12083076025095,74,0,No Failure
847,L30953,M,297.4402448940459,309.8232000246428,1348,34.933159962043376,207,0,No Failure
848,H77889,H,298.10414475487374,307.1518191004536,1435,30.822267946058425,157,0,No Failure
849,M47567,M,297.1285733862899,311.16572245188735,1505,48.022537900827004,152,1,Tool Wear Failure
850,H34860,M,296.79732761994876,306.6639573185838,1677,34.71198899607536,103,0,No Failure
851,H97266,H,299.25593697482054,309.63529213473475,1366,36.6635763227186,74,0,No Failure
852,L37083,L,297.912074984423,308.7871342716985,1219,36.59708556966661,127,1,Tool Wear Failure
853,H67372,L,298.2137238083847,309.9411428749192,1415,40.011193754621516,198,0,No Failure
854,H54064,L,296.6441633811717,306.4757035829604,1542,48.83155303527937,153,0,No Failure
855,M41598,L,299.4340888352455,311.6105313754304,1334,34.019065648820344,55,0,No Failure
856,H37082,L,299.5866846027053,307.88183737432564,1592,38.46598242775703,21,0,No Failure
857,M54569,M,297.8366072696806,309.16497190894887,1328,40.60430939513199,88,0,No Failure
858,M36029,L,300.0518831999978,310.3167312334197,1609,35.65604126420247,18,0,No Failure
859,M24288,M,297.9938137686632,307.24300689875713,1621,38.385567977106966,158,0,No Failure
860,H16540,M,299.3196332444332,309.38858954442077,1493,42.97249903374779,25,0,No Failure
861,L91958,M,295.7156086287548,306.99279553216775,1445,36.221475066467534,169,1,Heat Dissipation Failure
862,H51846,H,298.6801462997296,310.24544237068676,1388,38.306787456349106,168,0,No Failure
863,L85932,H,297.7427777985896,307.0097289031569,1243,37.84323036540357,227,0,No Failure
864,H33411,M,298.3832836389325,308.20776047374363,1285,39.480966594328315,22,0,No Failure
865,M88797,H,298.3160236084837,308.6091810515179,1243,41.21575857311621,46,0,No Failure
866,M87258,L,298.33854973326544,309.3264496545839,1529,42.93280384053439,12,0,No Failure
867,H62930,L,299.0735510940438,311.10271446263977,1574,49.68777150981169,216,1,Random Failures
868,L54413,M,297.302239552591,307.47204651557826,1645,26.707617840728943,65,0,No Failure
869,L63268,L,299.0036188893034,309.8581021614104,1577,39.16304330397279,193,0,No Failure
870,H91871,M,299.9987873246768,311.10538767295117,1589,33.17781963878903,143,0,No Failure
871,L38602,M,296.0347884925295,308.39860004129736,1344,38.07314999674548,72,0,No Failure
872,M73416,L,296.97918985265596,307.3248008748195,1250,44.40433665347039,155,0,No Failure
873,L15626,H,297.0421968617482,305.554949390847,1441,45.988962610711894,76,0,No Failure
874,L22857,L,296.51193130082356,310.9749136511166,1493,46.22357288409204,162,0,No Failure
875,M29982,L,297.4379533455444,307.78333350511343,1607,46.17646257425212,168,0,No Failure
876,M11980,M,299.6996777730997,306.6479622511541,1250,39.13032464189786,204,0,No Failure
877,H36431,M,300.3213803867686,306.11250487368534,1465,46.992651373535814,30,0,No Failure
878,L92711,M,298.3092624546197,306.6451787144149,1319,47.98424897302921,84,0,No Failure
879,M48158,M,297.6636459837277,309.52955793984074,1399,40.69400227270755,159,0,No Failure
880,H31563,H,299.354385953621,309.7368027915121,1604,45.886183007837815,181,0,No Failure
881,M15776,H,294.60404725862173,309.1281828071833,1447,40.20618509258289,225,0,No Failure
882,L78916,H,296.56723229184524,308.34850674103,1269,47.0511625777544,199,1,Random Failures
883,H92970,M,294.6675543899501,306.281719115748,1540,39.19168381318221,58,1,Tool Wear Failure
884,M95553,M,296.5514504239668,307.0550885811469,1256,36.95239759153408,40,0,No Failure
885,H71788,M,296.99947370964696,306.4900708839781,1581,34.40004284864192,111,0,No Failure
886,L15655,H,300.36652281690647,309.00923150828936,1238,39.131854833811744,193,0,No Failure
887,M62098,M,294.008407050766,306.55503128170744,1671,40.42194097164151,229,0,No Failure
888,M10526,L,297.5249460996485,307.0786308334196,1488,35.27073669312023,95,0,No Failure
889,L57837,L,299.07934970826716,307.8747691355022,1642,38.749457705021705,181,0,No Failure
890,M21536,M,298.7660959949036,305.64529977035545,1217,37.36725345289617,167,0,No Failure
891,M89083,L,300.3426072003023,308.2201571462613,1639,34.615122268347456,121,1,Power Failure
892,L75455,L,298.39157721789485,307.9892706784467,1419,45.17942330776792,155,0,No Failure
893,L15109,H,298.7114172707217,309.92631371894254,1512,46.05951801552892,164,0,No Failure
894,L59268,M,295.3922397522962,306.9202016824494,1443,45.157163391461545,104,0,No Failure
895,M64615,M,296.6675967127348,306.2012067225315,1551,39.579221046892506,192,0,No Failure
896,H39759,H,295.47594288482793,307.5889105256131,1659,39.88808597304064,232,0,No Failure
897,L70112,L,299.00891216187114,306.50286305984594,1503,34.68413322130325,73,0,No Failure
898,L36589,L,298.6730356776358,308.20873188771964,1497,42.07316447620669,182,0,No Failure
899,M93309,M,298.6203069509252,305.3600977072601,1482,40.8481585309281,131,0,No Failure
900,H72046,L,296.82784958731287,307.24198189493404,1273,54.219736982628405,98,0,No Failure
901,M36143,H,296.690575331025,306.7574424952667,1309,45.435511810078715,125,0,No Failure
902,H31804,H,298.4641703984446,309.0016356156291,1379,41.57622463285427,137,0,No Failure
903,L74288,M,297.14592092084325,306.93415293556194,1625,39.79195344503338,174,0,No Failure
904,M62648,H,296.6193931542516,305.54585636210226,1231,45.00653268538613,74,0,No Failure
905,H42981,H,297.3874159431129,307.84726985459815,1433,35.42130664809739,13,0,No Failure
906,H56167,M,297.158886945947,308.62982921041174,1481,45.698189060070156,37,0,No Failure
907,L53408,H,296.8499155380573,307.7431922101089,1224,34.564282498813505,139,0,No Failure
908,L62269,H,296.3113482748636,307.2330158311713,1530,37.19238071392634,44,0,No Failure
909,H84319,H,298.82303465250834,307.14265684912357,1478,30.8091025029777,144,0,No Failure
910,M58787,L,300.48407415921554,308.319422048663,1425,43.07038111524546,207,0,No Failure
911,L84441,M,298.091493699072,306.81582687614065,1256,41.249645131315944,162,0,No Failure
912,M73483,M,298.48365120545486,307.6572755428842,1379,37.19258487616988,193,0,No Failure
913,L59153,M,298.9545667789025,309.27566985633104,1431,35.35430604512091,74,0,No Failure
914,L37424,L,298.69984863578964,306.1980153816415,1581,46.893611133500336,168,0,No Failure
915,L55004,L,296.8796315075245,308.0844994703896,1542,39.33198031198415,194,0,No Failure
916,M98652,M,300.72976931665386,305.4665158808045,1676,36.16352312739712,28,0,No Failure
917,M60069,L,297.01403422948306,308.4918945050149,1486,49.609664818090124,17,0,No Failure
918,H91061,M,299.1221325469906,306.68178618380136,1263,36.71468540429144,19,0,No Failure
919,H60861,L,298.94528696101435,309.6793877195462,1654,45.69308535726893,238,0,No Failure
920,M91905,H,295.21233768679804,305.93457903553195,1431,34.245047179947136,13,0,No Failure
921,H78577,H,297.6117303746306,308.81311855520147,1488,38.225268848965136,161,0,No Failure
922,M19078,M,298.2349426777182,309.98169661778974,1412,42.51145612691193,176,0,No Failure
923,L61047,L,298.3497268171364,306.6039658978693,1457,39.710815251979874,53,0,No Failure
924,H67660,L,298.6021307732751,306.85717260650756,1217,41.21881510756526,30,0,No Failure
925,H59786,H,299.28649430940993,306.73370653343505,1374,37.305825769879974,57,0,No Failure
926,M93976,H,298.1387269535938,307.4212059673935,1616,32.01101924050203,103,0,No Failure
927,M36015,L,298.6819263520269,308.92613269878416,1428,47.327881921823554,169,0,No Failure
928,L74881,L,298.0825681198414,307.2987425991693,1425,37.61085811312965,185,0,No Failure
929,M13389,L,296.6239995148678,306.46856266219044,1283,41.44506227766169,127,0,No Failure
930,M71550,L,298.1986021620545,305.12186944012507,1490,43.50978745816163,209,1,Heat Dissipation Failure
931,H36630,L,299.2736347663796,310.5529212597686,1634,41.54379102155696,157,0,No Failure
932,H56163,L,299.81318257371305,310.67074344562195,1569,36.45704366530892,24,0,No Failure
933,M37961,M,298.9559734863163,308.9903555592327,1445,45.798824809758855,190,0,No Failure
934,M84137,L,300.15152548892394,306.9344244583625,1601,42.568395875124345,18,0,No Failure
935,H66446,H,298.77829712111344,309.27155317269745,1309,40.99386825172614,199,0,No Failure
936,L46877,M,299.44581973250325,309.5730603762396,1453,40.877924017929445,219,0,No Failure
937,H25313,L,299.55608672391963,307.76862780288087,1287,48.41131172128529,135,1,Random Failures
938,M82715,H,297.8149741886744,308.21205281599833,1271,36.349688903734254,222,0,No Failure
939,H11560,M,299.2390051488515,309.9976523442342,1580,42.07627914183873,2,0,No Failure
940,L93186,H,296.73903265353863,305.6893079644154,1229,37.35685254199911,194,0,No Failure
941,M41890,L,298.6747185138233,309.6476342346832,1371,30.318470968299984,235,0,No Failure
942,H62579,L,299.0155387400027,307.6862692829652,1508,30.186327375685597,85,0,No Failure
